"";"CODMUNRES";"X.x";"ANO.x";"NIVEL.x";"POPRE_T";"POPRC_T";"POPRC_M";"POPRC_F";"POPRC_15";"POPRC_15_49";"POPRC_50";"POPRC_F_15";"POPRC_F_15_49";"POPRC_F_50";"X.y";"ANO.y";"NIVEL.y";"IDHM_A";"IDHM_CA";"IDHM_CA_M";"IDHM_CA_F";"X.x";"ANO.x";"NIVEL.x";"TN";"TNRC";"TNRCR";"TGI_15";"TGI_15_19";"TGI_20_24";"TGI_25_29";"TGI_30_34";"TGI_35_39";"TGI_40_44";"TGI_45_49";"TGI_50";"TGIF";"IM_P25";"IM_P50";"IM_P75";"IM_MD.x";"IM_DP";"EM_S";"EM_FI";"EM_FII";"EM_M";"EM_SI";"EM_SC";"TGRC_B";"TGRC_PT";"TGRC_PD";"TGRC_I";"TGRC_A";"TGCC";"TGSC";"TGNPRI";"TGPRI";"TGG";"NA.";"TGD_32_36";"TGD_37_41";"TGD_42";"TGD_28_31";"TGD_22_27";"TGD_22";"TGD_AT";"TGD_PRT";"TGD_PST";"DG_P25";"DG_P50";"DG_P75";"IM_MD.y";"DG_DP";"TKC_ID";"TKC_AD";"TKC_MAD";"TKC_IT";"TGRC_NR";"TGPRG_N";"TGPRG_S";"TPV";"TPC";"TRAP_C";"TRAP_P";"TRAP_T";"TGROB_1";"TGROB_2";"TGROB_3";"TGROB_4";"TGROB_5";"TGROB_6";"TGROB_7";"TGROB_8";"TGROB_10";"TGROB_9";"TNLOC_H";"TNLOC_O";"TNLOC_ES";"TNLOC_D";"TNLOC_AI";"TRS_M";"TRS_F";"TRRC_B";"TRRC_PT";"TRRC_PD";"TRRC_I";"TRRC_A";"TRP_BP";"TRP_N";"TRP_M";"PESO_P25";"PESO_P50";"PESO_P75";"PESO";"PESO_DP";"TRPIG_P";"TRPIG_A";"TRPIG_G";"TRAPG5_B";"TRAPG5_N";"APGAR5_MD";"APGAR5_DP";"TRSAC";"TRAC";"X.y";"ANO.y";"NIVEL.y";"TO";"TO_MT_G";"TONT_B";"TONT_PT";"TONT_PD";"TONT_I";"TONT_A";"TO_MT";"TO_MT_DG";"TO_MT_43";"TO_MT_PT";"TO_MT_42";"TO_MT_AB";"TO_MT_P";"TO_MT_P_I";"TO_MT_P_EM";"TO_MT_P_EFI";"TO_MT_P_EFII";"TO_MT_P_ESC";"TO_MT_P_ESI";"TO_MT_P_ES";"X";"ANO";"NIVEL";"POPR_RA";"POPR_RE";"TFG";"TMG";"RMM";"TMM";"TMM_P";"TMI"
"107";"430543";108;2015;"MUNICIPIO";6368;5917;2921;2996;1505;3059;1353;732;1577;687;107;2015;"MUNICIPIO";0;0,706;0;0;107;2015;"MUNICIPIO";44;0;44;1;0;15;8;5;9;2;0;0;44;"22.5";"25";"34.25";"27.09";"7.17";0;0;12;24;6;2;40;1;3;0;0;14;29;17;27;44;0;2;41;1;0;0;0;41;2;1;"38";"39";"40";"27.09";"1.39";6;4;31;2;0;0;44;24;20;43;1;0;3;13;9;10;6;1;0;0;2;0;44;0;0;0;0;19;25;40;1;3;0;0;3;37;4;"3012.5";"3337.5";"3535";"3294.32";"581.67";4;34;6;0;44;"9.77";"0.52";44;0;107;2015;"MUNICIPIO";17;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;107;2015;"MUNICIPIO";"6.351";"0";27,9010779961953;2,66959798994975;22,7272727272727;63,4115409004439;0;22,7272727272727
"108";"430544";109;2015;"MUNICIPIO";5264;4944;2603;2341;1207;2704;1033;564;1274;NA;108;2015;"MUNICIPIO";0;0,616;0;0;108;2015;"MUNICIPIO";54;0;54;0;0;13;16;13;6;1;0;0;54;"24";"27.5";"31.75";"27.81";"5.6";0;14;17;17;5;1;50;1;3;0;0;31;23;15;39;54;0;3;50;0;0;1;0;50;4;0;"38";"39";"40";"27.81";"2.37";6;12;30;6;0;2;52;27;27;52;2;0;2;10;10;13;13;0;2;0;4;0;52;0;1;1;0;23;31;50;1;3;0;0;6;46;2;"2876.25";"3237.5";"3566.25";"3170.63";"589.47";3;45;6;1;53;"9.44";"0.66";54;0;108;2015;"MUNICIPIO";33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108;2015;"MUNICIPIO";"363";"0";42,3861852433281;6,26899696048632;0;0;0;0
"109";"430545";110;2015;"MUNICIPIO";14301;12668;6245;6423;2893;5584;4191;1384;2848;2191;109;2015;"MUNICIPIO";0;0,729;0;0;109;2015;"MUNICIPIO";185;0;179;6;0;44;31;37;23;3;0;0;185;"19";"25";"31";"25.79";"7.08";0;8;80;75;6;16;145;25;15;0;0;40;145;66;119;185;0;18;162;4;1;0;0;162;19;4;"38";"39";"40";"25.79";"1.93";56;11;97;12;2;0;185;103;82;173;11;1;16;43;32;44;24;1;6;4;14;1;185;0;0;0;0;103;82;145;25;15;0;0;21;158;6;"2830";"3120";"3455";"3094.45";"586.12";19;144;16;3;182;"9.36";"0.69";184;0;109;2015;"MUNICIPIO";130;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109;2015;"MUNICIPIO";"14.073";"762";64,9578651685393;9,09027340745402;0;0;0;0
"110";"430550";111;2015;"MUNICIPIO";5005;4922;2512;2410;917;2444;1561;457;1161;792;110;2015;"MUNICIPIO";0;0,719;0;0;110;2015;"MUNICIPIO";34;0;34;1;0;2;11;8;3;2;0;0;34;"21.25";"28";"30";"27.21";"7.13";0;1;17;11;5;0;34;0;0;0;0;28;6;15;19;34;0;6;24;3;1;0;0;24;7;3;"38";"39";"40";"27.21";"2.4";7;2;16;8;1;0;34;18;16;31;2;0;4;6;6;4;4;2;0;2;5;0;34;0;0;0;0;23;11;34;0;0;0;0;5;29;0;"2750";"3102.5";"3371.25";"3010.29";"585.19";3;29;0;3;31;"8.76";"1.28";34;0;110;2015;"MUNICIPIO";44;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;110;2015;"MUNICIPIO";"2.616";"0";29,2850990525409;8,79120879120879;58,8235294117647;172,265288544358;0;58,8235294117647
"111";"430558";112;2015;"MUNICIPIO";2498;2420;1208;1212;324;1129;967;156;552;NA;111;2015;"MUNICIPIO";0;0,765;0;0;111;2015;"MUNICIPIO";23;0;23;0;0;8;3;6;2;0;0;0;23;"21.5";"24";"31";"25.65";"6.24";0;2;4;12;2;3;22;0;1;0;0;20;3;16;7;23;0;2;21;0;0;0;0;21;2;0;"38";"39";"40";"25.65";"1.31";1;1;21;0;0;0;23;7;16;20;3;0;3;10;0;1;4;2;1;0;2;0;23;0;0;0;0;10;13;22;0;1;0;0;1;21;1;"2927.5";"3170";"3530";"3217.83";"487.67";1;20;2;0;23;"9.39";"0.5";23;0;111;2015;"MUNICIPIO";31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111;2015;"MUNICIPIO";"0";"0";41,6666666666667;12,4099279423539;0;0;0;0
"112";"430560";113;2015;"MUNICIPIO";3522;3550;1727;1823;558;1763;1229;264;878;NA;112;2015;"MUNICIPIO";0;0,758;0;0;112;2015;"MUNICIPIO";25;0;25;0;0;5;6;6;5;2;0;0;25;"25";"30";"35";"29.76";"6.04";1;3;9;6;6;0;23;1;1;0;0;21;4;3;22;25;0;2;22;0;0;1;0;22;3;0;"37";"39";"39";"29.76";"2.94";6;1;17;1;0;0;25;8;17;25;0;0;2;1;4;2;11;0;0;2;3;0;25;0;0;0;0;17;8;23;1;1;0;0;5;20;0;"2875";"3000";"3500";"2974.28";"598.06";1;20;2;1;24;"9.52";"0.71";25;0;112;2015;"MUNICIPIO";26;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;112;2015;"MUNICIPIO";"1.891";"0";28,4738041002278;7,38216922203294;40;113,895216400911;0;40
"113";"430570";114;2015;"MUNICIPIO";6815;6552;3219;3333;1422;3335;1795;723;1663;NA;113;2015;"MUNICIPIO";0;0,747;0;0;113;2015;"MUNICIPIO";23;0;22;0;0;1;7;9;4;2;0;0;23;"28";"31";"34";"31.17";"4.7";0;0;2;4;13;4;21;0;2;0;0;17;6;15;8;23;0;0;22;0;1;0;0;22;1;0;"38";"39";"39";"31.17";"2.01";4;1;17;0;0;0;23;2;21;21;2;0;2;11;1;1;5;1;1;0;1;0;23;0;0;0;0;12;11;21;0;2;0;0;2;20;1;"2955";"3260";"3492.5";"3143.7";"659.64";2;20;1;0;23;"9.04";"0.37";23;0;113;2015;"MUNICIPIO";32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113;2015;"MUNICIPIO";"4.685";"0";13,8304269392664;4,69552457813646;0;0;0;0
"114";"430580";115;2015;"MUNICIPIO";10094;9752;4776;4976;1967;5036;2749;1007;2523;1446;114;2015;"MUNICIPIO";0;0,754;0;0;114;2015;"MUNICIPIO";124;0;122;2;0;24;29;27;20;1;0;0;124;"22";"27";"32";"26.97";"6.65";0;4;35;51;25;9;113;2;1;7;0;93;29;54;70;124;0;11;109;1;3;0;0;109;14;1;"38";"38";"39";"26.97";"1.85";15;7;85;5;2;88;36;31;93;117;7;0;7;40;8;14;36;4;3;0;12;0;124;0;0;0;0;64;60;113;2;1;7;0;11;113;0;"2818.75";"3052.5";"3281.25";"3023.98";"438.85";10;109;5;3;121;"9.38";"0.86";118;3;114;2015;"MUNICIPIO";65;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;114;2015;"MUNICIPIO";"7.861";"0";49,1478398731669;6,43946899148009;8,06451612903226;39,6353547364249;0;8,06451612903226
"115";"430583";116;2015;"MUNICIPIO";1562;1528;791;737;210;616;702;102;276;NA;115;2015;"MUNICIPIO";0;0,692;0;0;115;2015;"MUNICIPIO";3;0;3;0;0;1;1;0;0;1;0;0;3;"24";"28";"34";"29.33";"10.07";0;0;1;1;0;1;2;1;0;0;0;3;0;0;3;3;0;0;3;0;0;0;0;3;0;0;"38.5";"39";"39.5";"29.33";"1";1;0;2;0;0;0;3;1;2;2;0;0;0;0;0;0;2;0;0;0;0;0;3;0;0;0;0;1;2;2;1;0;0;0;0;3;0;"3287.5";"3420";"3472.5";"3366.67";"190.68";0;3;0;0;3;"10";"0";3;0;115;2015;"MUNICIPIO";14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;2015;"MUNICIPIO";"1.562";"0";10,8695652173913;8,9628681177977;0;0;0;0
"116";"430585";117;2015;"MUNICIPIO";2476;2457;1255;1202;459;1147;851;228;551;NA;116;2015;"MUNICIPIO";0;0,746;0;0;116;2015;"MUNICIPIO";23;0;23;1;0;1;6;3;8;2;0;0;23;"25";"32";"36";"30.09";"7.71";0;1;7;11;3;1;23;0;0;0;0;21;2;8;15;23;0;3;19;1;0;0;0;19;3;1;"38";"39";"40";"30.09";"1.95";3;1;17;2;0;0;23;12;11;19;3;1;3;2;6;2;3;2;1;0;3;1;23;0;0;0;0;12;11;23;0;0;0;0;3;19;1;"2812.5";"2975";"3195";"3045.65";"517.45";4;17;2;1;22;"9.3";"0.93";22;1;116;2015;"MUNICIPIO";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;116;2015;"MUNICIPIO";"2.287";"0";41,7422867513612;11,7124394184168;0;0;0;0
"117";"430587";118;2015;"MUNICIPIO";2553;2459;1219;1240;395;1187;877;201;576;463;117;2015;"MUNICIPIO";0;0,744;0;0;117;2015;"MUNICIPIO";27;0;27;0;0;8;5;4;7;1;0;0;27;"24";"27";"36";"29.07";"6.88";0;1;12;10;3;1;25;0;2;0;0;25;2;9;18;27;0;7;20;0;0;0;0;20;7;0;"36.5";"39";"39.5";"29.07";"1.91";2;2;23;0;0;0;27;10;17;26;1;0;1;6;3;6;4;0;0;3;4;0;27;0;0;0;0;9;18;25;0;2;0;0;6;20;1;"2770";"3035";"3447.5";"3057.19";"575.57";1;21;2;1;26;"9.3";"1.07";26;1;117;2015;"MUNICIPIO";26;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;117;2015;"MUNICIPIO";"1.5";"0";46,875;10,1840971406189;37,037037037037;173,611111111111;0;37,037037037037
"118";"430590";119;2015;"MUNICIPIO";7827;7748;3802;3946;1783;3874;2091;868;1987;1091;118;2015;"MUNICIPIO";0;0,665;0;0;118;2015;"MUNICIPIO";89;0;89;1;0;19;19;15;15;3;1;0;89;"21";"27";"33";"27.39";"7.66";0;5;31;32;16;5;67;1;19;1;1;70;19;32;57;89;0;14;73;1;1;0;0;73;15;1;"37";"38";"39";"27.39";"1.9";23;4;54;7;1;0;89;28;61;87;2;0;8;16;10;7;30;0;1;5;12;0;88;1;0;0;0;56;33;67;1;19;1;1;15;73;1;"2790";"3045";"3320";"3006.6";"540.05";6;73;5;1;88;"9.36";"0.64";89;0;118;2015;"MUNICIPIO";52;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;118;2015;"MUNICIPIO";"5.232";"0";44,7911424257675;6,64366934968698;0;0;0;0
"119";"430593";120;2015;"MUNICIPIO";1740;1725;894;831;264;734;727;136;331;NA;119;2015;"MUNICIPIO";0;0,727;0;0;119;2015;"MUNICIPIO";8;0;8;0;0;0;2;2;2;2;0;0;8;"30";"33.5";"38.5";"33.88";"5.99";0;1;3;3;0;1;8;0;0;0;0;5;2;1;7;8;0;1;7;0;0;0;0;7;1;0;"38";"39";"40";"33.88";"1.49";1;1;6;0;0;0;8;1;7;7;1;0;0;0;0;3;3;1;0;0;1;0;8;0;0;0;0;5;3;8;0;0;0;0;1;7;0;"3011.5";"3325";"3410";"3150.75";"497.51";1;7;0;0;8;"9.5";"0.53";8;0;119;2015;"MUNICIPIO";12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119;2015;"MUNICIPIO";"446";"176";24,1691842900302;6,89655172413793;0;0;0;0
"120";"430595";121;2015;"MUNICIPIO";4009;3917;2033;1884;553;1931;1433;265;867;752;120;2015;"MUNICIPIO";0;0,741;0;0;120;2015;"MUNICIPIO";35;0;34;0;0;7;10;9;5;0;1;0;35;"24";"29";"32.5";"28.51";"6.25";0;2;14;13;5;1;29;0;6;0;0;28;7;17;18;35;0;5;30;0;0;0;0;30;5;0;"37";"38";"39";"28.51";"1.82";5;0;29;1;0;0;35;14;21;32;2;1;5;9;4;2;8;2;0;1;3;1;35;0;0;0;0;17;18;29;0;6;0;0;3;32;0;"2917.5";"3250";"3440";"3138";"473.09";3;25;5;1;33;"9.15";"0.61";35;0;120;2015;"MUNICIPIO";39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;2015;"MUNICIPIO";"1.96";"0";40,3690888119954;9,72811174856573;0;0;0;0
"121";"430597";122;2015;"MUNICIPIO";2885;2826;1388;1438;624;1516;686;331;769;NA;121;2015;"MUNICIPIO";0;0,706;0;0;121;2015;"MUNICIPIO";55;0;55;2;0;14;17;7;8;0;0;0;55;"21";"25";"30";"25.89";"6.38";0;1;18;27;6;3;44;1;10;0;0;38;17;25;30;55;0;5;50;0;0;0;0;50;5;0;"38";"39";"40";"25.89";"1.45";5;3;38;9;0;0;55;16;39;50;5;0;2;23;3;10;8;0;4;4;1;0;55;0;0;0;0;28;27;44;1;10;0;0;4;48;3;"2870";"3175";"3637.5";"3224.73";"510.6";3;41;7;0;55;"9.36";"0.56";55;0;121;2015;"MUNICIPIO";16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;121;2015;"MUNICIPIO";"2.885";"0";71,5214564369311;5,54592720970537;0;0;0;0
"122";"430600";123;2015;"MUNICIPIO";14273;14084;6913;7171;2669;6799;4616;1321;3353;2497;122;2015;"MUNICIPIO";0;0,712;0;0;122;2015;"MUNICIPIO";125;0;124;1;0;16;29;40;26;2;2;0;125;"25";"31";"34";"29.56";"6.67";0;5;39;60;15;6;123;0;1;0;1;84;41;42;83;125;0;15;103;5;0;1;1;103;17;5;"38";"39";"39";"29.56";"2.66";20;2;97;5;0;61;64;29;96;118;4;3;7;25;11;18;39;1;3;5;13;3;125;0;0;0;0;65;60;123;0;1;0;1;11;107;7;"3000";"3280";"3500";"3200.27";"577.75";5;100;12;3;122;"9.32";"0.86";124;1;122;2015;"MUNICIPIO";130;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;122;2015;"MUNICIPIO";"7.939";"0";37,2800477184611;9,10810621453093;24;89,4721145243066;0;24
"123";"430605";124;2015;"MUNICIPIO";7750;7280;3686;3594;1691;3693;1896;838;1812;944;123;2015;"MUNICIPIO";0;0,644;0;0;123;2015;"MUNICIPIO";113;0;112;4;0;34;21;23;10;2;0;0;113;"20";"24";"31";"25.5";"6.6";1;12;58;32;4;6;89;18;5;0;0;38;74;58;55;113;0;5;108;0;0;0;0;108;5;0;"38";"39";"40";"25.5";"1.38";26;3;77;6;0;0;113;51;62;111;2;0;47;6;20;4;26;0;1;4;5;0;113;0;0;0;0;56;57;89;18;5;0;0;6;95;12;"2980";"3215";"3580";"3278.85";"484.48";9;82;18;5;108;"9.5";"0.98";111;2;123;2015;"MUNICIPIO";68;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;123;2015;"MUNICIPIO";"5.164";"0";62,3620309050773;8,7741935483871;17,6991150442478;110,37527593819;0;17,6991150442478
"124";"430607";125;2015;"MUNICIPIO";2917;2826;1441;1385;619;1403;804;299;688;398;124;2015;"MUNICIPIO";0;0,66;0;0;124;2015;"MUNICIPIO";30;0;29;0;0;7;3;7;6;1;0;0;30;"21";"28.5";"34";"27.4";"8.13";0;2;14;10;4;0;28;0;2;0;0;16;14;11;19;30;0;10;20;0;0;0;0;20;10;0;"35.25";"38";"38";"27.4";"2.21";0;2;26;2;0;0;30;5;25;26;4;0;2;4;2;2;10;1;1;2;6;0;30;0;0;0;0;15;15;28;0;2;0;0;6;24;0;"2591.25";"3015";"3281.25";"2870.33";"603.13";4;21;3;0;30;"9.57";"0.57";29;0;124;2015;"MUNICIPIO";24;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;124;2015;"MUNICIPIO";"0";"0";43,6046511627907;8,2276311278711;0;0;71,2758374910905;0
"125";"430610";126;2015;"MUNICIPIO";63776;62821;29743;33078;13660;32676;16485;6718;16955;9405;125;2015;"MUNICIPIO";0;0,75;0;0;125;2015;"MUNICIPIO";909;0;898;15;0;259;193;191;83;14;1;0;909;"21";"25";"31";"25.92";"6.47";0;30;295;407;125;52;786;28;95;0;0;270;636;388;521;909;0;80;817;3;6;2;1;817;89;3;"38";"39";"39";"25.92";"1.91";249;55;560;33;2;887;22;233;676;867;41;1;139;198;137;66;247;16;23;8;74;1;908;0;0;1;0;450;459;786;28;95;0;0;96;786;27;"2865";"3160";"3480";"3127.09";"523.51";66;774;60;19;890;"9.43";"1.01";900;7;125;2015;"MUNICIPIO";531;0;6;0;0;0;0;9;0;1;0;0;0;0;0;0;0;0;0;0;0;125;2015;"MUNICIPIO";"63.776";"10.327";53,6125036862283;8,32601605619669;9,9009900990099;53,0816868180478;0;9,9009900990099
"126";"430613";127;2015;"MUNICIPIO";2096;2141;1101;1040;367;1080;694;182;512;NA;126;2015;"MUNICIPIO";0;0,719;0;0;126;2015;"MUNICIPIO";21;0;21;0;0;8;4;6;2;1;0;0;21;"23";"29";"31";"27.95";"5.64";0;2;4;13;2;0;18;0;3;0;0;17;4;7;14;21;0;2;17;1;0;1;0;17;3;1;"38";"39";"39";"27.95";"3.63";0;1;18;2;0;0;21;10;11;21;0;0;2;4;4;4;4;0;0;0;3;0;21;0;0;0;0;9;12;18;0;3;0;0;3;18;0;"2815";"3020";"3370";"2955";"707.17";0;19;1;1;20;"8.95";"1.12";19;2;126;2015;"MUNICIPIO";19;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126;2015;"MUNICIPIO";"479";"120";41,015625;9,06488549618321;0;0;0;0
"127";"430620";128;2015;"MUNICIPIO";12169;12320;6157;6163;2340;6416;3564;1135;3169;NA;127;2015;"MUNICIPIO";0;0,723;0;0;127;2015;"MUNICIPIO";116;0;113;1;0;30;26;32;12;4;0;0;116;"22.75";"27";"32";"27.54";"6.43";0;3;43;56;9;5;107;8;0;1;0;71;43;53;63;116;0;16;98;1;1;0;0;98;17;1;"37";"38";"39";"27.54";"1.93";19;5;85;3;0;74;42;29;87;113;3;0;7;38;3;18;30;1;2;3;14;0;116;0;0;0;0;73;43;107;8;0;1;0;14;96;6;"2840";"3150";"3500";"3121.51";"586.33";10;91;12;2;114;"9.72";"0.68";113;2;127;2015;"MUNICIPIO";109;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;127;2015;"MUNICIPIO";"6.695";"0";36,6046071315873;8,95718629303969;25,8620689655172;94,6670874092774;0;25,8620689655172
"128";"430630";129;2015;"MUNICIPIO";4840;4683;2410;2273;878;2448;1357;401;1184;NA;128;2015;"MUNICIPIO";0;0,762;0;0;128;2015;"MUNICIPIO";31;0;30;0;0;7;6;12;3;1;0;0;31;"23";"30";"33";"28.9";"6.19";0;1;6;16;8;0;29;1;1;0;0;28;2;16;15;31;0;2;29;0;0;0;0;29;2;0;"38";"39";"39";"28.9";"1.21";1;2;26;1;1;21;10;9;22;26;4;1;5;9;2;4;4;1;1;2;2;1;31;0;0;0;0;19;12;29;1;1;0;0;4;25;2;"2772.5";"3230";"3465";"3191.61";"508.95";4;22;3;2;29;"8.87";"0.85";31;0;128;2015;"MUNICIPIO";32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128;2015;"MUNICIPIO";"2.218";"0";26,1824324324324;6,61157024793388;0;0;0;0
"129";"430632";130;2015;"MUNICIPIO";3148;3190;1604;1586;715;1543;932;348;749;NA;129;2015;"MUNICIPIO";0;0,707;0;0;129;2015;"MUNICIPIO";39;0;39;0;0;10;16;7;2;0;0;0;39;"23";"26";"29";"26.51";"5.14";0;4;11;21;2;1;38;0;1;0;0;33;6;15;24;39;0;2;37;0;0;0;0;37;2;0;"38";"39";"40";"26.51";"1.46";7;1;30;1;0;0;39;20;19;38;1;0;11;3;12;2;9;0;1;0;1;0;39;0;0;0;0;21;18;38;0;1;0;0;3;35;1;"3022.5";"3180";"3462.5";"3208.44";"438.28";3;33;3;0;39;"9.59";"0.5";38;1;129;2015;"MUNICIPIO";18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;2015;"MUNICIPIO";"1.212";"0";52,0694259012016;5,71791613722999;0;0;0;0
"130";"430635";131;2015;"MUNICIPIO";2795;2866;1469;1397;595;1277;994;276;624;NA;130;2015;"MUNICIPIO";0;0,654;0;0;130;2015;"MUNICIPIO";20;0;19;0;0;4;4;4;5;0;0;0;20;"22.75";"29";"34.25";"28.35";"7.13";0;1;5;11;2;1;19;0;1;0;0;15;5;7;13;20;0;1;19;0;0;0;0;19;1;0;"38";"39";"40";"28.35";"1.37";3;1;13;3;0;0;20;8;12;18;2;0;2;4;5;3;3;1;1;0;1;0;20;0;0;0;0;10;10;19;0;1;0;0;1;17;2;"3150";"3310";"3595";"3393";"453.57";1;16;3;0;20;"9.9";"0.31";18;1;130;2015;"MUNICIPIO";26;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;130;2015;"MUNICIPIO";"0";"0";32,0512820512821;9,30232558139535;50;160,25641025641;0;50
"131";"430637";132;2015;"MUNICIPIO";3136;3064;1579;1485;639;1412;1013;318;688;NA;131;2015;"MUNICIPIO";0;0,648;0;0;131;2015;"MUNICIPIO";28;0;28;0;0;12;3;8;2;1;0;0;28;"20";"24.5";"31";"26.18";"6.2";1;2;11;11;3;0;22;2;4;0;0;10;18;9;19;28;0;1;27;0;0;0;0;27;1;0;"37";"38.5";"39.25";"26.18";"1.48";7;3;16;2;0;0;28;14;14;27;1;0;2;7;6;5;6;0;1;0;1;0;28;0;0;0;0;13;15;22;2;4;0;0;5;23;0;"2697.5";"3212.5";"3466.25";"3077.32";"548.6";4;22;2;0;28;"9.75";"0.52";27;1;131;2015;"MUNICIPIO";32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131;2015;"MUNICIPIO";"1.959";"0";40,6976744186047;10,2040816326531;0;0;0;0
"132";"430640";133;2015;"MUNICIPIO";30175;27572;13653;13919;5368;16960;5244;2655;8447;2817;132;2015;"MUNICIPIO";0;0,743;0;0;132;2015;"MUNICIPIO";403;0;386;5;0;75;90;115;65;10;2;0;403;"23";"29";"33";"28.34";"6.57";0;5;130;192;51;25;388;3;12;0;0;278;116;205;198;403;0;41;343;9;7;3;0;343;51;9;"38";"39";"40";"28.34";"2.39";58;48;274;18;0;239;164;133;270;369;28;2;32;129;25;52;87;11;12;14;35;2;403;0;0;0;0;189;214;388;3;12;0;0;36;354;13;"2970";"3260";"3530";"3181.59";"582.05";18;332;37;9;393;"9.46";"0.86";395;3;132;2015;"MUNICIPIO";142;0;4;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;132;2015;"MUNICIPIO";"28.543";"3.06";47,7092458861134;4,70588235294118;12,4069478908189;59,1926127619273;0;12,4069478908189
"133";"430642";134;2015;"MUNICIPIO";2174;2157;1080;1077;505;1077;575;256;539;NA;133;2015;"MUNICIPIO";0;0,67;0;0;133;2015;"MUNICIPIO";22;0;22;0;0;6;6;6;0;1;0;0;22;"22";"26";"30.75";"26.45";"5.88";0;0;12;5;4;1;20;1;1;0;0;14;8;10;12;22;0;2;20;0;0;0;0;20;2;0;"37";"38";"39";"26.45";"1.35";1;0;21;0;0;0;22;5;17;19;1;2;3;5;1;5;3;0;1;0;2;2;22;0;0;0;0;7;15;20;1;1;0;0;1;21;0;"2902.5";"3030";"3197.5";"3028.41";"265.46";0;22;0;0;22;"9.41";"0.67";22;0;133;2015;"MUNICIPIO";11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;133;2015;"MUNICIPIO";"0";"0";40,8163265306122;5,05979760809568;0;0;0;0
"134";"430645";135;2015;"MUNICIPIO";3417;3278;1653;1625;482;1670;1126;246;780;NA;134;2015;"MUNICIPIO";0;0,757;0;0;134;2015;"MUNICIPIO";25;0;25;0;0;6;6;6;3;1;0;0;25;"23";"28";"33";"28.08";"6.62";0;0;5;12;6;2;23;0;2;0;0;18;7;14;11;25;0;4;18;0;0;3;0;18;7;0;"36";"38";"39";"28.08";"5.22";2;2;20;1;0;13;12;5;20;25;0;0;2;8;2;1;5;0;0;2;5;0;25;0;0;0;0;10;15;23;0;2;0;0;5;19;1;"2720";"2915";"3350";"2758";"975.96";2;19;2;2;23;"8.56";"2.06";23;0;134;2015;"MUNICIPIO";34;0;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;134;2015;"MUNICIPIO";"0";"0";32,0512820512821;9,9502487562189;120;384,615384615385;0;120
"135";"430650";136;2015;"MUNICIPIO";15165;14380;7398;6982;3376;7653;3351;1671;3662;1649;135;2015;"MUNICIPIO";0;0,587;0;0;135;2015;"MUNICIPIO";172;0;170;4;0;50;40;31;15;8;0;0;172;"20.75";"25.5";"31";"26.32";"7.01";1;23;83;49;12;4;138;21;13;0;0;80;91;74;98;172;0;12;156;2;1;1;0;156;14;2;"38";"39";"40";"26.32";"1.96";31;27;90;22;1;3;169;102;70;164;8;0;27;42;20;31;33;2;4;2;11;0;170;1;1;0;0;97;75;138;21;13;0;0;12;144;16;"2978.75";"3315";"3690";"3285.24";"606.98";11;134;25;3;168;"9.35";"1.07";169;2;135;2015;"MUNICIPIO";113;0;2;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;135;2015;"MUNICIPIO";"3.18";"0";46,9688694702348;7,45136828222882;0;0;13,0667712008363;0
